timestamp,virtual_user,endpoint,method,status_code,response_time_ms,success
2026-08-06T10:46:54.970626343Z,50,GET /api/v1/scans,GET,200,3.425,True
2026-08-06T10:46:54.976077432Z,22,POST /api/v1/auth/login,POST,200,241.55,True
2026-08-06T10:46:55.001811022Z,63,GET /api/v1/scans,GET,200,8.443,True
2026-08-06T10:46:55.002157125Z,31,GET /api/v1/user/profile,GET,200,5.594,True
2026-08-06T10:46:55.009712009Z,22,POST /api/v1/scans,POST,201,33.324,True
2026-08-06T10:46:55.080279396Z,6,POST /api/v1/auth/login,POST,200,245.815,True
2026-08-06T10:46:55.088170473Z,6,GET /api/v1/user/profile,GET,200,7.414,True
2026-08-06T10:46:55.095901189Z,33,GET /api/v1/scans,GET,200,11.082,True
2026-08-06T10:46:55.100656778Z,4,POST /api/v1/scans,POST,201,38.599,True
2026-08-06T10:46:55.136654599Z,42,POST /api/v1/scans,POST,201,46.949,True
2026-08-06T10:46:55.147452753Z,38,GET /api/v1/scans,GET,200,3.544,True
2026-08-06T10:46:55.175654749Z,35,GET /api/v1/scans,GET,200,21.795,True
2026-08-06T10:46:55.183249015Z,25,GET /api/v1/user/profile,GET,200,19.061,True
2026-08-06T10:46:55.206064005Z,55,GET /api/v1/user/profile,GET,200,15.24,True
2026-08-06T10:46:55.206450475Z,64,GET /api/v1/scans,GET,200,15.626,True
2026-08-06T10:46:55.207976388Z,52,POST /api/v1/scans,POST,201,55.093,True
2026-08-06T10:46:55.222155135Z,2,POST /api/v1/scans,POST,201,38.625,True
2026-08-06T10:46:55.235447511Z,30,GET /api/v1/scans,GET,200,16.03,True
2026-08-06T10:46:55.235477601Z,59,POST /api/v1/auth/login,POST,200,274.154,True
2026-08-06T10:46:55.2417075Z,59,GET /api/v1/scans,GET,200,5.926,True
2026-08-06T10:46:55.277662472Z,71,POST /api/v1/auth/login,POST,200,243.158,True
2026-08-06T10:46:55.281591133Z,71,GET /api/v1/scans,GET,200,3.712,True
2026-08-06T10:46:55.312460266Z,44,POST /api/v1/scans,POST,201,28.316,True
2026-08-06T10:46:55.322280033Z,28,GET /api/v1/scans,GET,200,4.577,True
2026-08-06T10:46:55.347470648Z,23,GET /api/v1/scans,GET,200,4.245,True
2026-08-06T10:46:55.365045651Z,36,GET /api/v1/scans,GET,200,4.307,True
2026-08-06T10:46:55.369090498Z,62,POST /api/v1/auth/login,POST,200,234.243,True
2026-08-06T10:46:55.372879919Z,62,GET /api/v1/scans,GET,200,3.559,True
2026-08-06T10:46:55.386679353Z,46,GET /api/v1/scans,GET,200,5.534,True
